name,rating,description,website_url,formatted_address,latitude,longitude,price_level
Ellen's Stardust Diner,4.4,"Multi-level '50s-themed diner with memorabilia, singing servers, and an extensive menu of American classics.",https://www.ellensstardustdiner.com/,"1650 Broadway, New York, NY 10019, USA",40.7618723,-73.98343559999999,PRICE_LEVEL_MODERATE
Ellington in the Park,4.3,"Park eatery with patio tables & river views offering a pub menu with a global twist, plus cocktails.",http://www.ellingtoninthepark.com/,"Riverside Dr &, W 105th St, New York, NY 10025, USA",40.8025996,-73.97192199999999,PRICE_LEVEL_MODERATE
Fish Cheeks,4.7,Eatery by chef-brothers from Thailand for shareable Thai seafood plates with cocktails.,https://www.fishcheeksnyc.com/,"55 Bond St, New York, NY 10012, USA",40.7257881,-73.99263859999999,PRICE_LEVEL_MODERATE
Five Leaves,4.3,This chill Greenpoint bistro offers New American fare with an Aussie accent & brunch options.,https://fiveleavesny.com/,"18 Bedford Ave, Brooklyn, NY 11222, USA",40.7237372,-73.95163509999999,PRICE_LEVEL_MODERATE
Flavas International Grill,4.2,"No-frills eatery offering a mix of Jamaican fare & soul food, plus smoothies, juice & espresso.",http://eatflavasbx.com/,"854 Gerard Ave, Bronx, NY 10451, USA",40.8269555,-73.92497569999999,PRICE_LEVEL_MODERATE
Flipper's,4.3,"Bi-level cafe serving brunch favorites like their famous soufflé pancakes, coffee, and tea.",https://www.flippersus.com/,"337 W Broadway Unit A, New York, NY 10013, USA",40.7223798,-74.0035218,PRICE_LEVEL_MODERATE
Flor de Mayo Restaurant,4.4,Chinese-Peruvian eatery & rotisserie chicken specialist serving big portions in a no-frills setting.,https://www.flordemayo.com/,"2651 Broadway, New York, NY 10025, USA",40.7978438,-73.9699242,PRICE_LEVEL_MODERATE
Fogo de Chão Brazilian Steakhouse,4.6,Upscale Brazilian chain for all-you-can-eat meat carved tableside plus an extensive salad bar.,https://fogodechao.com/location/brooklyn/,"445 Albee Square W, Brooklyn, NY 11201, USA",40.6913407,-73.98250929999999,PRICE_LEVEL_EXPENSIVE
Forma Pasta Factory,4.6,Cheerful venue for dishes featuring pasta made behind the counter and flash-boiled to order.,https://www.formapasta.com/,"14 Bedford Ave, Brooklyn, NY 11222, USA",40.7237929,-73.9515182,PRICE_LEVEL_MODERATE
Francie,4.4,Convivial brasserie with an open kitchen serving up European-inspired dishes and craft cocktails.,http://www.franciebrooklyn.com/,"136 Broadway, Brooklyn, NY 11249, USA",40.7101876,-73.9640308,PRICE_LEVEL_MODERATE
Frankel's Delicatessen & Appetizing,4.6,"Contemporary Jewish deli specializing in bagels with smoked fish, plus classic sandwiches & brisket.",http://www.frankelsdelicatessen.com/,"631 Manhattan Ave, Brooklyn, NY 11222, USA",40.7239096,-73.9510201,PRICE_LEVEL_INEXPENSIVE
Franklin Park,4.3,This hamburger hot spot connected to the Crown Heights bar also offers sandwiches & spirits.,https://www.franklinparkbk.com/,"766 Franklin Avenue, 618 St Johns Pl, Brooklyn, NY 11238, USA",40.6722765,-73.95787109999999,PRICE_LEVEL_MODERATE
French Louie,4.5,"Trendy bistro features creative French-American meals in a stylish, sleek venue with patio seating.",http://frenchlouienyc.com/,"320 Atlantic Ave, Brooklyn, NY 11201, USA",40.6880126,-73.988216,PRICE_LEVEL_MODERATE
French Roast,4.7,"Casual Parisian-style bistro, open since 1995, serving classic French fare, cocktails & wines.",https://frenchroastnyc.com/,"2340 Broadway, New York, NY 10024, USA",40.7876417,-73.97659019999999,PRICE_LEVEL_MODERATE
Frenchette,4.3,Contemporary bistro serving French cuisine and natural wines in a sophisticated environment.,http://frenchettenyc.com/,"241 W Broadway, New York, NY 10013, USA",40.7196192,-74.0056937,PRICE_LEVEL_EXPENSIVE
Fumo Upper West Side,4.4,"Unfussy Italian eatery offering pasta, pizza & meat dishes, plus weekend brunch, wine & cocktails.",https://www.fumorestaurant.com/location/fumo-upper-west-side/,"2791 Broadway, New York, NY 10025, USA",40.8028379,-73.9681172,PRICE_LEVEL_MODERATE
Gage & Tollner,4.3,"Historic restaurant with retro decor, serving oysters, steaks, and chops, plus wines and cocktails.",https://www.gageandtollner.com/,"372 Fulton St, Brooklyn, NY 11201, USA",40.6913485,-73.9878195,
Gallagher’s Steakhouse NYC,4.6,Iconic steakhouse offering classic cuts & raw bar items in renovated digs with red banquettes.,http://gallaghersnysteakhouse.com/,"228 W 52nd St, New York, NY 10019, USA",40.7628486,-73.9838549,PRICE_LEVEL_VERY_EXPENSIVE
GAN-HOO BBQ,4.9,Traditional Asian barbecue dishes are served in this relaxed restaurant with tabletop grills.,http://www.ganhoobbq.com/,"37-02 Main St 2nd FLOOR, Flushing, NY 11354, USA",40.7612869,-73.8316475,PRICE_LEVEL_MODERATE
Gao's BBQ & Crab,4.5,"Asian-influenced seafood like spicy crabs and mussels are offered, alongside BBQ skewers.",https://gaosbbq.com/,"136-72 Roosevelt Ave, Flushing, NY 11354, USA",40.7600038,-73.82746329999999,PRICE_LEVEL_MODERATE
Genesis House,4.5,Elevated Korean delicacies are served in this contemporary restaurant with a spacious terrace.,https://www.genesishouse.com/us/en/nyc/index.html,"40A 10th Ave, New York, NY 10014, USA",40.741486,-74.008156,
Giovanni's,3.9,"Vibrant locale for traditional Italian fare & pizzas, with a bar, weekend brunch & karaoke nights.",http://www.giovanninyc.com/,"579 Grand Concourse, Bronx, NY 10451, USA",40.8194431,-73.92722049999999,PRICE_LEVEL_MODERATE
Golden Corral Buffet & Grill,4.7,"Family-friendly buffet chain featuring all-you-can-eat American fare, plus salad & dessert bars.",https://www.goldencorral.com/locations/location-detail/2674/golden-corral-e-tremont-ave-/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=2674,"2375 E Tremont Ave, Bronx, NY 10462, USA",40.8426586,-73.8553682,PRICE_LEVEL_MODERATE
Golden Diner,4.4,"Serves diner food including pancakes and cheeseburgers with international influences, plus counter seating available.",http://www.goldendinerny.com/,"123 Madison St, New York, NY 10002, USA",40.7124359,-73.99402669999999,PRICE_LEVEL_MODERATE
Gramercy Tavern,4.6,"Michelin-starred Flatiron District tavern featuring a menu of modern, seasonal American dishes.",https://www.gramercytavern.com/,"42 E 20th St, New York, NY 10003, USA",40.7384555,-73.98850639999999,PRICE_LEVEL_VERY_EXPENSIVE
Grand Banks,4.3,This seasonal oyster bar on the deck of a historic fishing boat serves seafood entrees & drinks.,https://crewny.com/grand-banks,"Pier 25 Hudson River, Park, New York, NY 10013, USA",40.7202965,-74.0160543,PRICE_LEVEL_EXPENSIVE
Great Wall,4.1,Counter-serve with Chinese-American basics in a bare-bones space with limited seats.,,"594 Grand Concourse, Bronx, NY 10451, USA",40.819708000000006,-73.92655859999999,PRICE_LEVEL_INEXPENSIVE
Grimaldi's Pizzeria,4.2,"Casual, Brooklyn-based pizzeria chain serving brick-oven pies & calzones, plus wine & beer.",https://www.grimaldispizzeria.com/locations/1-front-street-brooklyn/,"1 Front St, Brooklyn, NY 11201, USA",40.7026459,-73.993247,PRICE_LEVEL_MODERATE
Guacuco Bed-Stuy,4.5,"This family-run Venezuelan eatery serves arepas, empanadas & exotic juices in a no-frills setting.",http://www.guacuconyc.com/,"360 Throop Ave, Brooklyn, NY 11221, USA",40.69198720000001,-73.94301209999999,PRICE_LEVEL_MODERATE
Habana Outpost,4.6,This order-at-the-counter outdoor eatery serves Mexican-Cuban fare but closes in the winter.,http://habanaoutpost.com/,"757 Fulton St, Brooklyn, NY 11217, USA",40.68641,-73.974189,PRICE_LEVEL_INEXPENSIVE
Haidilao Hotpot,4.9,"NYC branch of an international chain specializing in Chinese hot pot, prepared tableside.",https://www.superhiinternational.com/serve/storeSearch,"138-23 39th Ave, Flushing, NY 11354, USA",40.7613242,-73.8280583,PRICE_LEVEL_MODERATE
"Happy Lamb Hot Pot, Flushing 快乐小羊",4.4,"At this Mongolian chain eatery, diners cook meat & vegetables in broth at the table.",https://happylambhotpot.com/,"136-59 37th Ave, Flushing, NY 11354, USA",40.762194,-73.82899499999999,PRICE_LEVEL_MODERATE
Hard Rock Cafe,4.4,Rock ’n’ roll-themed chain with a high-energy vibe serving burgers & American classics.,https://cafe.hardrock.com/yankee-stadium/#utm_source=Google&utm_medium=Yext&utm_campaign=Listings,"1 E 161st St, Bronx, NY 10451, USA",40.82854,-73.9258845,PRICE_LEVEL_MODERATE
Harlem Shake,4.2,"Casual spot for burgers, shakes & more in a modern, dinerlike setting with retro Harlem photos.",https://harlemshake.com/harlem-shake-124th-street/,"100 W 124th St, New York, NY 10027, USA",40.80711,-73.9463378,PRICE_LEVEL_MODERATE
Harriet's Rooftop,3.9,"Rooftop spot for fancy cocktails & choice bites on the roof of 1 Hotel, with Manhattan views.",https://www.1hotels.com/brooklyn-bridge/taste/harriets-rooftop?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,"60 Furman St Floor 11, Brooklyn, NY 11201, USA",40.7023592,-73.995592,PRICE_LEVEL_EXPENSIVE
Hibachi Grill & Supreme Buffet,4.3,"Casual all-you-can-eat place with a wide range of Chinese dishes, sushi, hibachi fare & desserts.",http://www.hibachigrillbronx.com/,"200 E 161st St, Bronx, NY 10451, USA",40.825094,-73.9215818,PRICE_LEVEL_INEXPENSIVE
Hillstone,4.4,"Upscale chain eatery serving burgers, steaks & other American fare in stylish, spacious surrounds.",https://hillstonerestaurant.com/locations/nyc-parkavenuesouth/,"378 Park Ave S, New York, NY 10010, USA",40.742659,-73.9848365,PRICE_LEVEL_EXPENSIVE
Home Frite,4.3,"Straightforward cafe with a take-out option doling out classic burgers, hot dogs, fries & wings.",https://www.homefrite.com/brooklyn-bedford,"1047 Bedford Ave, Brooklyn, NY 11216, USA",40.6882003,-73.9546798,PRICE_LEVEL_MODERATE
Hotel Riu Plaza Manhattan Times Square,4.7,"Chic hotel with a fitness room & a theater-inspired dining area, plus breakfast & limited parking.",https://www.riu.com/en/hotel/united-states/new-york/hotel-riu-plaza-manhattan-times-square?utm_source=google&utm_medium=organic&utm_campaign=my_business&utm_content=ZMH,"145 W 47th St, New York, NY 10036, USA",40.7589022,-73.9836073,
House of Joy,4.1,Traditional Chinese dim sum served in a polished banquet hall with private karaoke rooms.,https://houseofjoynyc.com/,"28 Pell St, New York, NY 10013, USA",40.7150183,-73.99849120000002,PRICE_LEVEL_INEXPENSIVE
Ichiran,4.5,Branch of a Japanese chain serving tonkotsu ramen bowls at tables or solo booths with no tipping.,https://www.ichiranusa.com/location/ichiran-midtown/,"132 W 31st St, New York, NY 10001, USA",40.748267,-73.990714,PRICE_LEVEL_MODERATE
ICHIRAN Ramen NY Times Square,4.6,Informal ramen restaurant with a specialty for tonkotsu ramen in a pork bone broth.,https://www.ichiranusa.com/location/times-square/,"152 W 49th St, New York, NY 10020, USA",40.7600575,-73.9833246,PRICE_LEVEL_MODERATE
IHOP,3.5,Long-standing chain serving a wide variety of pancakes & other American breakfast & diner fare.,https://restaurants.ihop.com/en-us/ny/bronx/breakfast-243-247-east-149th-street-3694?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=3694&utm_content=website,"243-247 E 149th St, Bronx, NY 10451, USA",40.8179138,-73.9233347,PRICE_LEVEL_INEXPENSIVE
ilili NoMad,4.5,"Creative Lebanese sharing plates, entrees & cocktails served up in a trendy, modern space.",https://www.ililirestaurants.com/,"236 5th Ave, New York, NY 10001, USA",40.7443856,-73.9877581,PRICE_LEVEL_EXPENSIVE
Jack's Wife Freda,4.4,Lively bistro executing American-Mediterranean cooking & classic cocktails in understated digs.,https://jackswifefreda.com/,"226 Lafayette St, New York, NY 10012, USA",40.7221696,-73.99746019999999,PRICE_LEVEL_MODERATE
Jacob Soul Food Restaurant,4.4,"Buffet & salad bar with Southern, Caribbean & Continental fare, trans-fat free & sold by the pound.",http://www.jacobrestaurant.com/,"373 Malcolm X Blvd, New York, NY 10027, USA",40.810265,-73.9440245,PRICE_LEVEL_MODERATE
Jacob's Pickles,4.5,"Southern eatery and bar offering fried chicken biscuit sandwiches, housemade pickles, and beers.",https://www.jacobspickles.com/,"680 Columbus Ave, New York, NY 10025, USA",40.7911551,-73.9690457,PRICE_LEVEL_MODERATE
JG Melon,4.2,A comfy atmosphere attracts a laid-back neighborhood crowd to this cash-only pub famed for burgers.,http://jgmelon-nyc.com/,"1291 3rd Ave, New York, NY 10021, USA",40.7710738,-73.9593297,PRICE_LEVEL_MODERATE
Jiang Nan Flushing,4.7,Polished Chinese restaurant offering Sichuan-Huaiyang fusion cuisine with meat & seafood.,http://jiangnanny.com/,"133-42 39th Ave STE 101, Flushing, NY 11354, USA",40.7594412,-73.8327061,PRICE_LEVEL_MODERATE
Joe's Pizza,4.3,No-frills counter-serve establishment serving New York-style slices & pies since 1975.,http://www.joespizzanyc.com/,"150 E 14th St, New York, NY 10003, USA",40.7332362,-73.9876852,PRICE_LEVEL_INEXPENSIVE
Joe's Pizza,4.5,Counter-service pizzeria known for classic New York slices since 1975.,http://www.joespizzanyc.com/,"7 Carmine St, New York, NY 10014, USA",40.7306597,-74.0021707,PRICE_LEVEL_INEXPENSIVE
Joe's Pizza Broadway,4.5,Modern outpost of a longtime counter-serve pizza joint prepping New York-style slices and pies.,https://www.joespizzanyc.com/,"1435 Broadway, New York, NY 10018, USA",40.7546795,-73.9870291,PRICE_LEVEL_INEXPENSIVE
Joe’s Pizza,4.5,"Outpost of a longtime family-owned, counter-service pizzeria serving classic pies and slices.",http://joespizzanyc.com/,"124 Fulton St, New York, NY 10038, USA",40.7100842,-74.007677,PRICE_LEVEL_INEXPENSIVE
John's of Bleecker Street,4.6,Brick-oven pies (no slices) with crisp thin crusts are the signature of this circa-1929 pizzeria.,http://johnsofbleecker.com/,"278 Bleecker St, New York, NY 10014, USA",40.7316187,-74.00344679999999,PRICE_LEVEL_MODERATE
Jongro BBQ,4.5,"Serves Korean BBQ and other traditional dishes in a casual, open-timbered space with in-table grills.",https://www.jongrobbqny.com/,"22 W 32nd St 2nd floor, New York, NY 10001, USA",40.7476718,-73.9869686,PRICE_LEVEL_MODERATE
Jora,4.5,Eatery and cocktail spot with elegant decor specializing in Peruvian dishes and pisco cocktails.,http://www.jorany.com/,"47-46 11th St, Long Island City, NY 11101, USA",40.74378170000001,-73.95141579999999,PRICE_LEVEL_MODERATE
Juliana’s,4.6,Classic & specialty pies from a coal-fired oven in a modern space by pizza legend Patsy Grimaldi.,https://www.julianaspizza.com/,"19 Old Fulton St, Brooklyn, NY 11201, USA",40.7027467,-73.9934349,PRICE_LEVEL_MODERATE
June,4.4,A richly decorated bar for natural European wines & locally sourced small plates.,http://junebk.com/,"231 Court St, Brooklyn, NY 11201, USA",40.6860636,-73.9938871,PRICE_LEVEL_MODERATE
Junior's Restaurant & Bakery,4.4,"Cheesecakes are the star at this Brooklyn-themed locale with deli fare, BBQ, a full bar & patio.",https://www.juniorscheesecake.com/blog/restaurants/times-square/,"1515 Broadway, W 45th St, New York, NY 10036, USA",40.7583331,-73.98663669999999,PRICE_LEVEL_MODERATE
Junior's Restaurant & Bakery,4.4,New York-style cheesecake is the thing to order at this essential Brooklyn diner.,http://www.juniorscheesecake.com/,"386 Flatbush Ave Ext, Brooklyn, NY 11201, USA",40.6901493,-73.9818736,PRICE_LEVEL_MODERATE
Kabab King,3.6,Unpretentious 24/7 eatery where kebabs lead the lineup of Indian & Pakistani eats.,http://kababking.com/,"73-01 37th Rd, Jackson Heights, NY 11372, USA",40.747332,-73.8922146,PRICE_LEVEL_MODERATE
Kababish,4.0,"Snug go-to for Indian, Pakistani & Bangladeshi carry-out cuisine, with catering available.",http://kababish.com/menu.php,"70-64 Broadway, Jackson Heights, NY 11372, USA",40.7476634,-73.89399569999999,PRICE_LEVEL_INEXPENSIVE
Katz's Delicatessen,4.5,No-frills deli with theatrically cranky service serving mile-high sandwiches since 1888.,https://katzsdelicatessen.com/,"205 E Houston St, New York, NY 10002, USA",40.722233,-73.98742899999999,PRICE_LEVEL_MODERATE
KazuNori: The Original Hand Roll Bar,4.7,Stylish restaurant with an industrial vibe specializing in Japanese seafood rolls.,https://www.handrollbar.com/nomad/,"15 W 28th St, New York, NY 10001, USA",40.7451884,-73.988237,PRICE_LEVEL_MODERATE
Keens Steakhouse,4.6,"Enormous steaks & signature mutton chops served in a maze of clubby, wood-paneled rooms.",http://www.keens.com/,"72 W 36th St., New York, NY 10018, USA",40.7507861,-73.9864611,PRICE_LEVEL_VERY_EXPENSIVE
Kellogg’s Diner,4.0,"Longtime, circa-1973 Williamsburg neighborhood favorite serving diner fare 24 hours a day.",http://www.kelloggsdinernyc.com/,"518 Metropolitan Ave, Brooklyn, NY 11211, USA",40.7138767,-73.95182539999999,PRICE_LEVEL_MODERATE
Kiki's,4.4,Straightforward Greek cuisine such as seafood & lamb served in warm digs with exposed-wood beams.,http://kikisnyc.com/,"130 Division St, New York, NY 10002, USA",40.7145497,-73.9918591,PRICE_LEVEL_MODERATE
Kimpton Hotel Eventi,4.4,"Posh high-rise lodging offering 2 restaurants & a spa, plus a terrace with a multimedia screen.",https://www.hoteleventi.com/?&cm_mmc=WEB-_-KI-_-AMER-_-EN-_-EV-_-Google%20Business%20Profile-_-DD-_-eventi,"851 6th Ave, New York, NY 10001, USA",40.7470222,-73.9900333,PRICE_LEVEL_EXPENSIVE
L'Artusi,4.6,Italian small plates are matched by an extensive wine list at this bi-level restaurant.,http://lartusi.com/,"228 W 10th St, New York, NY 10014, USA",40.7337833,-74.00513959999999,PRICE_LEVEL_EXPENSIVE
L'industrie Pizzeria,4.7,"Celebrated locale with covered outdoor seating, turning out classic old-world pies and slices, plus inventive flavor combinations.",http://www.lindustriebk.com/,"254 S 2nd St, Brooklyn, NY 11211, USA",40.7116053,-73.9578691,PRICE_LEVEL_INEXPENSIVE
La Grande Boucherie,4.6,"Polished French restaurant in an expansive art nouveau-style space with an elegant, heated atrium.",https://www.boucherieus.com/,"145 W 53rd St, New York, NY 10019, USA",40.7626274,-73.98084109999999,PRICE_LEVEL_MODERATE
La Masa Restaurant,4.1,"Casual, modern kitchen featuring turning out gourmet empanadas & other traditional Colombian fare.",http://la-masa.square.site/,"1000 Morris Park Ave, Bronx, NY 10462, USA",40.8479945,-73.8559448,PRICE_LEVEL_MODERATE
La Morada,4.5,"Casual restaurant specializing in Oaxacan cuisine, with a lending library & a Poet in Residence.",,"308 Willis Ave, Bronx, NY 10454, USA",40.8105551,-73.9214101,PRICE_LEVEL_INEXPENSIVE
La Parisienne,4.6,"Quaint French style café with bright, fresh decor open for breakfast, brunch, and lunch.",http://www.laparisiennenyc.com/,"9 Maiden Ln, New York, NY 10038, USA",40.70959,-74.009362,PRICE_LEVEL_MODERATE
La Pecora Bianca Bryant Park,4.8,"Stylish, bright eatery featuring market-driven Italian cuisine, regional wines & apéritifs.",https://www.lapecorabianca.com/,"20 W 40th St, New York, NY 10018, USA",40.7525176,-73.9831529,PRICE_LEVEL_EXPENSIVE
La Pecora Bianca UES,4.8,"Stylish, bright eatery featuring market-driven Italian cuisine, regional wines & apéritifs.",https://www.lapecorabianca.com/,"1562 2nd Ave, New York, NY 10028, USA",40.7747233,-73.9538158,PRICE_LEVEL_MODERATE
La Pecora Bianca UWS,4.8,"Stylish, bright eatery featuring market-driven Italian cuisine, regional wines & apéritifs.",https://www.lapecorabianca.com/,"359 Columbus Ave, New York, NY 10024, USA",40.7804753,-73.9763467,PRICE_LEVEL_MODERATE
Ladurée Soho,4.3,"Upscale bakery with Parisian origins, specializing in French macarons in a number of flavors.",https://laduree.com/?utm_source=yext&utm_medium=referral&utm_campaign=GMB,"398 W Broadway, New York, NY 10012, USA",40.7243143,-74.0025064,PRICE_LEVEL_EXPENSIVE
Lafayette Grand Café & Bakery,4.2,"Sprawling, Belle Epoque-style brasserie and bakery serving classic French fare and cocktails.",http://www.lafayetteny.com/,"380 Lafayette St, New York, NY 10003, USA",40.7275934,-73.9937017,PRICE_LEVEL_EXPENSIVE
Laser Wolf Brooklyn,4.2,"Chic, relaxed rooftop restaurant with Israeli-style skewered snacks and Manhattan skyline views.",https://www.laserwolfbrooklyn.com/,"97 Wythe Ave, Brooklyn, NY 11249, USA",40.7208328,-73.95879359999999,
Le Baobab Gouygui,4.1,"Warm, comfy locale presenting a variety of classic African dishes, including lamb & fish stews.",https://www.lebaobabharlem.com/home,"120 W 116th St, New York, NY 10026, USA",40.802343,-73.9510933,PRICE_LEVEL_INEXPENSIVE
Le Coucou,4.5,"Restaurant serving refined French fare, such as lobster, rabbit, duck, and foie gras in an airy, elegant setting.",https://www.lecoucou.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,"138 Lafayette St, New York, NY 10013, USA",40.7191167,-74.0001861,PRICE_LEVEL_VERY_EXPENSIVE
Le Crocodile,4.6,"Sprawling spot at the Wythe Hotel serving French fare, wine & cocktails in an easygoing setting.",http://lecrocodile.com/,"80 Wythe Ave, Brooklyn, NY 11249, USA",40.721964,-73.9580438,PRICE_LEVEL_EXPENSIVE
Le Monde,4.7,Wine & cuisine from France's Loire Valley region  in a bistro-style space with patio seating.,https://lemondenyc.com/,"2885 Broadway, New York, NY 10025, USA",40.8058863,-73.9658847,PRICE_LEVEL_MODERATE
Leland Eating and Drinking House,4.7,"Intimate eatery highlighting thoughtfully sourced plates, wines, and spirits, plus brunch.",https://lelandbrooklyn.com/,"755 Dean St, Brooklyn, NY 11238, USA",40.679822,-73.9651189,PRICE_LEVEL_MODERATE
Lemongrass Brooklyn,4.6,Narrow neighborhood standby dishing up Thai favorites from noodles to spring rolls.,http://lemongrassbrooklyn.com/,"156 Court St, Brooklyn, NY 11201, USA",40.6886734,-73.99312359999999,PRICE_LEVEL_INEXPENSIVE
Leo,4.4,"Easygoing hub for pizza, lasagna & wine with a takeout cafe offering bites to go.",http://leo-nyc.com/,"123 Havemeyer St, Brooklyn, NY 11211, USA",40.7125596,-73.9567886,PRICE_LEVEL_MODERATE
Lexington Candy Shop,3.9,"Tuna melts, cheeseburgers & egg creams recall a bygone era at this old-fashioned soda counter.",http://www.lexingtoncandyshop.net/,"1226 Lexington Ave, New York, NY 10028, USA",40.7775158,-73.9572118,PRICE_LEVEL_MODERATE
Liberty Bagels Midtown,4.6,"Simple counter-serve offering housemade bagels with cream cheese, eggs or lunchtime sandwich meats.",https://libertybagels.com/,"260 W 35th St, New York, NY 10001, USA",40.7524936,-73.99252969999999,PRICE_LEVEL_INEXPENSIVE
Lighthouse Fish Market,4.3,"Laid-back counter serving up ample plates of fresh seafood, fried fish & homestyle Southern fare.",https://www.lighthousefishmarket.com/,"2449 Frederick Douglass Blvd, New York, NY 10027, USA",40.8142654,-73.9486107,PRICE_LEVEL_MODERATE
Lilia,4.3,"Converted auto-body shop offering wood-fired Italian fare, housemade pastas, and cocktails.",http://www.lilianewyork.com/,"567 Union Ave, Brooklyn, NY 11211, USA",40.7175365,-73.9524225,PRICE_LEVEL_EXPENSIVE
Lincoln Station,4.4,Polished coffee shop & deli with a menu of thoughtfully sourced sandwiches & comfort-food plates.,http://www.stationfoods.com/,"409 Lincoln Pl, Brooklyn, NY 11238, USA",40.6726783,-73.9623972,PRICE_LEVEL_MODERATE
Little Ruby's SoHo,4.4,Petite Australian cafe luring a stylish crowd with vegemite toast and beef-topped burgers.,https://www.rubyscafe.com/,"219 Mulberry St, New York, NY 10012, USA",40.7223288,-73.9962484,PRICE_LEVEL_MODERATE
Locanda Verde Tribeca,4.4,TriBeCa hot spot showcasing rustic Italian cuisine in a lively atmosphere.,http://locandaverdenyc.com/,"377 Greenwich St, New York, NY 10013, USA",40.7198401,-74.00993439999999,PRICE_LEVEL_EXPENSIVE
LOS TACOS No.1,4.7,"Bustling taqueria serving tacos, quesadillas & aguas frescas in a street-style setup (no seating).",http://www.lostacos1.com/,"125 Park Ave, New York, NY 10017, USA",40.751501,-73.9777457,PRICE_LEVEL_MODERATE
LOS TACOS No.1,4.8,"Bustling taqueria serving tacos, quesadillas & aguas frescas in a street-style setup (no seating).",https://www.lostacos1.com/,"136 Church St, New York, NY 10007, USA",40.7142906,-74.00871029999999,
LOS TACOS No.1,4.7,"Bustling taqueria serving tacos, quesadillas & aguas frescas in a street-style setup (no seating).",https://www.lostacos1.com/,"201 W 33rd St, New York, NY 10119, USA",40.7505489,-73.9913444,PRICE_LEVEL_INEXPENSIVE
LOS TACOS No.1,4.8,Small pit stop with standing tables serving authentic Mexican street food.,http://www.lostacos1.com/,"229 W 43rd St, New York, NY 10036, USA",40.7573214,-73.98765399999999,PRICE_LEVEL_INEXPENSIVE
LOS TACOS No.1,4.8,"Bustling taqueria serving tacos, quesadillas & aguas frescas in a street-style setup (no seating).",http://www.lostacos1.com/,"340 Lafayette St, New York, NY 10012, USA",40.7262904,-73.9945834,
Lucali,4.2,"Upscale brick-oven pizzas, calzones & wine served up in a rustic, stylish eatery.",https://www.lucali.com/,"575 Henry St, Brooklyn, NY 11231, USA",40.681826,-74.0003184,PRICE_LEVEL_MODERATE
Lucky Strike Chelsea Piers,4.3,"Lounge/bowling alley has a clublike vibe with posh decor, bar, menu of upscale American classics.",https://www.luckystrikeent.com/location/lucky-strike-chelsea-piers?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,"60 Chelsea Piers, New York, NY 10011, USA",40.7466083,-74.0098988,PRICE_LEVEL_EXPENSIVE
Macosa Trattoria,4.6,"Neighborhood option with outdoor seating, serving classic Italian comfort foods, desserts & wine.",https://www.macosanyc.com/,"310 Tompkins Ave, Brooklyn, NY 11216, USA",40.687296,-73.9448443,PRICE_LEVEL_MODERATE
Magnolia Bakery,4.3,"Cheerful bakeshop serving classic homemade cupcakes, pies & other treats at the counter.",http://www.magnoliabakery.com/,"401 Bleecker St, New York, NY 10014, USA",40.7358946,-74.00491000000001,PRICE_LEVEL_MODERATE
Maiella,4.4,Sophisticated waterfront bar & restaurant crafting contemporary Italian dishes & cocktails.,https://www.maiellalic.com/,"46-10 Center Blvd, Long Island City, NY 11109, USA",40.7471944,-73.9566667,PRICE_LEVEL_EXPENSIVE
Maison Pickle,4.5,"Retro-chic eatery offering French dip sandwiches, steaks, and other American bites with cocktails.",http://www.maisonpickle.com/,"2315 Broadway, New York, NY 10024, USA",40.7868954,-73.9779951,PRICE_LEVEL_EXPENSIVE
Maison Premiere,4.6,"Oysters, cocktails & small plates in a New Orleans-styled setting with an atmospheric garden.",http://maisonpremiere.com/,"298 Bedford Ave, Brooklyn, NY 11249, USA",40.7142687,-73.96166459999999,PRICE_LEVEL_EXPENSIVE
Mama's TOO! Upper West Side,4.2,Upper West Side pizzeria popular for slices with classic and gourmet toppings.,http://mamastoo.com/,"2750 Broadway, New York, NY 10025, USA",40.8008324,-73.9675901,PRICE_LEVEL_INEXPENSIVE
Manhatta,4.7,"Set on the 60th floor, this ritzy, high-end restaurant features New American cuisine and city views.",https://www.manhattarestaurant.com/,"28 Liberty St 60th floor, New York, NY 10005, USA",40.7079974,-74.00888259999999,PRICE_LEVEL_VERY_EXPENSIVE
Margaritaville Resort Times Square,4.3,"Island-inspired rooms in an informal hotel featuring a rooftop pool, 2 restaurants & 2 bars.",https://www.margaritavilleresorts.com/margaritaville-resort-times-square?utm_source=google&utm_medium=listing&utm_campaign=margaritaville+times+square,"560 7th Ave 7th Floor, New York, NY 10018, USA",40.7550448,-73.98803079999999,
Mariscos El Submarino,4.5,"Ceviche, fish tacos & other Latin seafood in a relaxed destination with a down-to-earth atmosphere.",https://mariscoselsubmarinonyc.com/,"88-05 Roosevelt Ave, Jackson Heights, NY 11372, USA",40.7484748,-73.87813179999999,PRICE_LEVEL_MODERATE
