name,rating,description,website_url,formatted_address,latitude,longitude,price_level
The Metropolitan Museum of Art,4.8,"A grand setting for one of the world's greatest collections of art, from ancient to contemporary.",https://www.metmuseum.org/,"1000 5th Ave, New York, NY 10028, USA",40.7794366,-73.963244,
American Museum of Natural History,4.6,"From dinosaurs to outer space & everything in between, this huge museum showcases natural wonders.",https://www.amnh.org/,"200 Central Prk W, New York, NY 10024, USA",40.7813241,-73.9739882,
Solomon R. Guggenheim Museum,4.3,Frank Lloyd Wright–designed modern art museum with an architecturally significant spiral rotunda.,https://www.guggenheim.org/,"1071 5th Ave, New York, NY 10128, USA",40.7829796,-73.9589706,
The Frick Collection,4.6,,https://www.frick.org/,"1 E 70th St, New York, NY 10021, USA",40.7710857,-73.9673861,
Museum of the City of New York,4.5,"Photos, maps & other artifacts trace NYC history from its 16th-century birth to the present day.",https://www.mcny.org/,"1220 5th Ave, New York, NY 10029, USA",40.7924939,-73.95190889999999,
The New York Historical,4.5,"West Side museum presenting New York City history via artwork, manuscripts, furniture and more.",https://www.nyhistory.org/,"170 Central Prk W, New York, NY 10024, USA",40.77934870000001,-73.9739079,
Neue Galerie New York,4.4,Refined museum dedicated to German & Austrian art & design with a focus on the early 20th century.,http://www.neuegalerie.org/,"1048 5th Ave, New York, NY 10028, USA",40.781264,-73.9603267,
Children's Museum Of Manhattan,4.2,"Kids' museum featuring a range of hands-on, educational & entertaining exhibits & activities.",http://cmom.org/,"212 W 83rd St, New York, NY 10024, USA",40.785877,-73.977283,
"Cooper Hewitt, Smithsonian Design Museum",4.4,The Smithsonian's design collection & rotating exhibits are on display in this historic townhouse.,https://www.cooperhewitt.org/,"2 E 91st St, New York, NY 10128, USA",40.7843958,-73.9578732,
The Jewish Museum,4.4,Contemporary gift shop for handcrafted Jewish ceremonial objects & traditional marriage contracts.,https://thejewishmuseum.org/,"1109 5th Ave &, E 92nd St, New York, NY 10128, USA",40.785334,-73.957351,
The Mall and Literary Walk,4.8,"Statues of Shakespeare, Robert Burns & other writers dot this wide promenade shaded by elm trees.",https://www.centralparknyc.org/locations/the-mall-literary-walk,"The Mall, New York, NY 10022, USA",40.77235220000001,-73.9715901,
"Gilder Center for Science, Education, and Innovation",4.8,,https://www.amnh.org/exhibitions/permanent/gilder-center,"415 Columbus Ave, New York, NY 10024, USA",40.7816285,-73.9744255,
Asia Society and Museum,4.5,"Asian cultural center offering events, talks, performances & an art museum with diverse exhibitions.",http://asiasociety.org/new-york,"725 Park Ave, New York, NY 10021, USA",40.7699738,-73.96440199999999,
El Museo del Barrio,4.4,"Museum devoted to Latino culture in the Americas, from the pre-Columbian era to modern times.",http://www.elmuseo.org/,"1230 5th Ave, New York, NY 10029, USA",40.7931183,-73.9514063,
Hayden Planetarium,4.6,Space exhibits & shows in a large & futuristic sphere that seems to float inside a glass cube.,https://www.amnh.org/research/hayden-planetarium,"200 Central Prk W, New York, NY 10024, USA",40.7814802,-73.9732193,
American Folk Art Museum,4.4,Museum showcasing traditional folk art plus works of contemporary self-taught artists.,http://www.folkartmuseum.org/,"2 Lincoln Square, New York, NY 10023, USA",40.7732389,-73.9814889,
Rose Center for Earth and Space,4.6,"Interactive exhibits, including the Space Show in the Hayden Planetarium, about the universe.",https://www.amnh.org/exhibitions/permanent/rose-center,"200 Central Prk W, New York, NY 10024, USA",40.781506,-73.9734537,
Play Street Museum - Upper West Side,4.9,,https://www.uws.playstreetmuseum.com/,"805 Columbus Ave, New York, NY 10025, USA",40.7950355,-73.9657324,
Society of Illustrators,4.7,Hip museum exhibiting illustrative works providing live drawing sessions & an on-site eatery.,http://www.societyillustrators.org/,"128 E 63rd St, New York, NY 10065, USA",40.7648331,-73.96683349999999,
81st Street Studio,4.5,,https://www.metmuseum.org/events/programs/families/81st-street-studio,"1000 5th Ave Ground Floor, New York, NY 10028, USA",40.7786175,-73.9630622,
Empire State Building,4.7,"Iconic, art deco office tower from 1931 with exhibits & observatories on the 86th & 102nd floors.",https://www.esbnyc.com/,"20 W 34th St., New York, NY 10001, USA",40.7484405,-73.98566439999999,
The Museum of Modern Art,4.6,"Works from van Gogh to Warhol & beyond plus a sculpture garden, 2 cafes & The Modern restaurant.",https://www.moma.org/,"11 W 53rd St, New York, NY 10019, USA",40.7614327,-73.97762159999999,
SUMMIT One Vanderbilt,4.7,,https://summitov.com/,"45 E 42nd St, New York, NY 10017, USA",40.7527746,-73.9787253,
Intrepid Museum,4.7,"Flight museum on an aircraft carrier whose exhibits include a Concorde, submarine & space shuttle.",https://intrepidmuseum.org/,"Pier 86, W 46th St, New York, NY 10036, USA",40.764880100000006,-74.0008306,
The Morgan Library & Museum,4.7,"Celebrated museum & library's gift shop featuring books, accessories & collection-related wares.",https://www.themorgan.org/,"225 Madison Ave, New York, NY 10016, USA",40.7492258,-73.9813971,
Madame Tussauds New York,4.5,Museum chain for life-size wax replicas of famous Americans & historic icons in themed galleries.,https://www.madametussauds.com/new-york/tickets/?utm_source=local-listing&utm_medium=organic&utm_campaign=tickets,"234 W 42nd St, New York, NY 10036, USA",40.7564752,-73.9883888,
SPYSCAPE,4.5,"Interactive spy-themed experiences, plus a museum with spy gadgets & historic artifacts.",https://spyscape.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB+Site,"928 8th Ave, New York, NY 10019, USA",40.7651801,-73.9835135,
RiseNY,4.5,,https://www.riseny.co/,"160 W 45th St, New York, NY 10036, USA",40.7576213,-73.9849595,
Museum of Broadway,4.7,,http://www.themuseumofbroadway.com/,"145 W 45th St, New York, NY 10036, USA",40.7576446,-73.9843382,
Japan Society,4.6,This cultural center showcases Japanese arts & also offers events like lectures & language classes.,https://japansociety.org/,"333 E 47th St, New York, NY 10017, USA",40.75251000000001,-73.968287,
Museum of Arts and Design,4.2,"Exhibits & gift shop focusing on functional art like ceramics, jewelry, furniture & digital design.",https://madmuseum.org/,"2 Columbus Cir, New York, NY 10019, USA",40.767375,-73.98194720000001,
Scandinavia House,4.5,"Cultural center exploring Scandinavian art, history & ideas through events & exhibits.",http://www.scandinaviahouse.org/,"58 Park Ave, New York, NY 10016, USA",40.749454,-73.980048,
AKC Museum of the Dog,4.4,"Collections of dog-themed paintings, ceramics & bronzes, plus interactive exhibits & a library.",https://museumofthedog.org/,"101 Park Ave, New York, NY 10178, USA",40.750624,-73.9775921,
The Paley Center For Media NYC,4.4,"Museum housing a permanent collection of 160,000 TV/radio programs & advertisements.",http://www.paleycenter.org/,"25 W 52nd St, New York, NY 10019, USA",40.7605642,-73.9775578,
New York Transit Museum Gallery & Store,4.3,Petite gallery in Grand Central Terminal featuring rotating railroad exhibits & subway-themed gifts.,http://www.nytransitmuseum.org/,"89 E 42nd St, New York, NY 10001, USA",40.7531532,-73.97797589999999,
Museum of Illusions - New York,4.4,"Exhibits to deceive the eye including kaleidoscopes & holograms, plus tilted & reverse rooms.",http://newyork.museumofillusions.us/?utm_source=Google+GMB&utm_medium=website,"77 8th Ave, New York, NY 10014, USA",40.7396875,-74.002907,
Museum of Sex,4.4,Intimate museum chronicling the evolution of human sexuality in ever-changing exhibits.,https://www.museumofsex.com/?y_source=1_MTA4NDAxMzM2Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"233 5th Ave, New York, NY 10016, USA",40.7440291,-73.9872529,
National Museum of Mathematics,4.1,Math museum emphasizing interactive exhibits on patterns & structures aimed at all ages.,https://momath.org/,"635 6th Ave, New York, NY 10011, USA",40.7406545,-73.99468019999999,
"CAMP, A Family Experience Store",4.2,,https://camp.com/locations/fifth-ave-nyc,"110 5th Ave, New York, NY 10011, USA",40.737594,-73.992695,
The Museum at FIT,4.5,"Rotating exhibits & a permanent collection of garments & accessories, plus free admission.",http://www.fitnyc.edu/museum,"227 W 27th St, New York, NY 10001, USA",40.7464494,-73.994427,
Poster House,4.7,"Graphic design & advertising posters on display, ranging from Art Nouveau to political propaganda.",http://www.posterhouse.org/,"119 W 23rd St, New York, NY 10011, USA",40.7435919,-73.9933284,
ARTECHOUSE NYC,4.1,"Futuristic space with a focus on using vivid, interactive technology to explore art & science.",http://artechouse.com/location/nyc,"439 W 15th St, New York, NY 10011, USA",40.7426002,-74.0065704,
Center for Jewish History,4.7,"Jewish history hub featuring exhibitions, events,  & archives of five partner organizations.",https://www.cjh.org/visit/plan-your-visit,"15 W 16th St, New York, NY 10011, USA",40.7380963,-73.99374569999999,
David Zwirner,4.5,Works by well-known contemporary artists take center stage at this airy exhibition space.,https://www.davidzwirner.com/,"533 W 19th St, New York, NY 10011, USA",40.7459455,-74.00740859999999,
Whitney Museum of American Art,4.5,"Museum exclusively featuring 20th-century & contemporary art by American artists, most still living.",https://whitney.org/,"99 Gansevoort St, New York, NY 10014, USA",40.7395877,-74.0088629,
Museum of Ice Cream,4.2,"Pink, interactive ice cream-themed museum with a sprinkles pool, subway, 3-floor slide & café.",https://www.museumoficecream.com/,"558 Broadway, New York, NY 10012, USA",40.7236214,-73.99756359999999,
Tenement Museum,4.6,1863 preserved tenement building brings Lower East Side immigrant stories to life with guided tours.,https://www.tenement.org/,"103 Orchard St, New York, NY 10002, USA",40.718818,-73.9900876,
Color Factory NYC,4.4,"Art exhibit centered on colors, featuring playful participatory installations in separate rooms.",https://www.colorfactory.co/locations/new-york-city,"251 Spring St, New York, NY 10013, USA",40.725773,-74.0053337,
Sloomoo Institute,4.3,,https://www.sloomoo.com/locations/new-york?utm_source=local&utm_medium=organic&utm_campaign=gmb_nyc,"475 Broadway, New York, NY 10013, USA",40.72142590000001,-74.0004774,
Elizabeth Street Garden,4.8,"City-owned & privately leased, this garden is open to the public who can explore its sculptures.",http://elizabethstreetgarden.com/,"Elizabeth St, New York, NY 10012, USA",40.7221885,-73.9946104,
International Center of Photography Museum,4.3,"Contemporary museum displaying works of modern photography, with a gift shop & public events.",https://www.icp.org/,"84 Ludlow St, New York, NY 10002, USA",40.7182297,-73.989171,
Toy Tokyo,4.4,"Emporium packed with a wide selection of domestic & Japanese anime figures, collectibles & art toys.",https://www.toytokyo.com/,"91 2nd Ave, New York, NY 10003, USA",40.7270801,-73.9890052,
Banksy Museum New York,4.7,,https://museumbanksy.com/,"277 Canal St, New York, NY 10013, USA",40.7194277,-74.0013903,
Museum at Eldridge Street,4.7,"Historic restored synagogue holds orthodox services & hosts tours, community classes & events.",http://www.eldridgestreet.org/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9203637435846348570,"12 Eldridge St, New York, NY 10002, USA",40.7147484,-73.99355609999999,
Museum of Chinese in America,4.4,Small museum focused on the Chinese experience in America through exhibits & public programs.,https://www.mocanyc.org/,"215 Centre St, New York, NY 10013, USA",40.7193785,-73.99905059999999,
Anthology Film Archives,4.6,"Cinema institute presenting screenings of new & old independent, foreign & avant-garde movies.",http://www.anthologyfilmarchives.org/,"32 2nd Ave, New York, NY 10003, USA",40.7246939,-73.99016569999999,
The Drawing Center,4.6,"Long-running museum presenting drawing exhibitions, plus public programs, classes & workshops.",http://www.drawingcenter.org/,"35 Wooster St, New York, NY 10013, USA",40.7224094,-74.0028554,
New Museum,4.2,Contemporary art museum housed in a sleek white building with a gift shop & cafe in the lobby.,https://www.newmuseum.org/,"235 Bowery, New York, NY 10002, USA",40.7223376,-73.9928905,
Theodore Roosevelt Birthplace National Historic Site,4.6,Museum founded in 1923 offering guided tours of period rooms in historic home of the 26th president.,http://www.nps.gov/thrb,"28 E 20th St, New York, NY 10003, USA",40.7385931,-73.9890127,
Leslie-Lohman Museum of Art,4.6,"Hosts LGBT social, political & erotic art, plus educational resources, talks & performances.",http://www.leslielohman.org/,"26 Wooster St, New York, NY 10013, USA",40.721669,-74.00309,
Merchant's House Museum,4.7,"Preserved 19th-century home of a wealthy merchant family, with intact interiors & exteriors.",http://www.merchantshouse.org/,"29 E 4th St, New York, NY 10003, USA",40.727665,-73.99234,
AIA New York | Center for Architecture,4.4,"Cultural headquarters offering design exhibits & film screenings, plus architecture tours & lectures.",http://aiany.org/,"536 LaGuardia Pl, New York, NY 10012, USA",40.7288227,-73.9986095,
The Museum of Interesting Things,4.7,"Appointment-only viewings of old phonographs, cameras & toys in a private collector's home.",http://www.museumofinterestingthings.org/,"Georgetown Plaza, 60 E 8th St, New York, NY 10003, USA",40.7305539,-73.9930526,
9/11 Memorial & Museum,4.8,"Plaza, pools & exhibits honoring victims of 1993 & 2001 WTC terrorist attacks. Free timed admission.",https://www.911memorial.org/,"180 Greenwich St, New York, NY 10007, USA",40.7115776,-74.0133362,
Mercer Labs,4.0,,https://mercerlabs.com/,"21 Dey St, New York, NY 10007, USA",40.7104778,-74.01059479999999,
Fraunces Tavern,4.5,Renovated historic tavern with a George Washington link offering pub eats & live music.,http://www.frauncestavern.com/,"54 Pearl St, New York, NY 10004, USA",40.7034181,-74.01136489999999,
Castle Clinton National Monument,4.4,"Circular fort from 1808-1811 & later an immigration center, now a small museum.",https://www.nps.gov/cacl/index.htm,"New York, NY 10004, USA",40.7034401,-74.0168023,
Pier 16,4.5,"Ships from the 1800s & early 1900s along a pier with skyline views, plus river sightseeing cruises.",http://southstreetseaportmuseum.org/,"PECK SLIP, NY 10038, USA",40.7057091,-74.0030858,
Ground Zero,4.9,Monuments & exhibits around the former foundations of the World Trade Center destroyed on 9/11.,https://911memorial.org/,"Greenwich St, New York, NY 10007, USA",40.7115647,-74.0132182,
National Museum of the American Indian,4.5,"Native American art & artifacts, some going back 12,000 years, displayed in a former customs house.",https://www.americanindian.si.edu/,"1 Bowling Green, New York, NY 10004, USA",40.7039861,-74.01368889999999,
Museum of Jewish Heritage – A Living Memorial to the Holocaust,4.6,"Exhibits & public programs on Jewish history, life & culture in the 20th & 21st centuries.",https://mjhnyc.org/,"36 Battery Pl, New York, NY 10280, USA",40.706253,-74.018778,
Federal Hall National Memorial,4.5,Museum in 1842 Customs House on site where Washington was sworn in & the Bill of Rights was written.,https://www.nps.gov/feha/index.htm,"26 Wall St, New York, NY 10005, USA",40.7073993,-74.0102088,
"Schermerhorn Row, South Street Seaport Museum",4.4,"Institution housing paintings, ship models, scrimshaw & more with vintage ships docked outside.",http://seaportmuseum.org/,"12 Fulton St, New York, NY 10038, USA",40.7066419,-74.00366869999999,
The Skyscraper Museum,4.1,Sleek gallery hosting exhibits & programs exploring history of tall buildings in New York & beyond.,https://skyscraper.org/,"39 Battery Pl, New York, NY 10280, USA",40.7057375,-74.017749,
Center for Brooklyn History,4.6,Stately museum & historical society in an 1881 landmark building with exhibits on Brooklyn history.,https://www.bklynlibrary.org/cbh/about/visit,"128 Pierrepont St, Brooklyn, NY 11201, USA",40.69480180000001,-73.9924157,
Jackie Robinson Museum,4.7,,https://jackierobinson.org/museum/,"75 Varick St, New York, NY 10013, USA",40.723462100000006,-74.0068304,
Artists Space,4.7,Art gallery with works from artists underrepresented in the city & space for provocative debates.,http://www.artistsspace.org/,"11 Cortlandt Alley, New York, NY 10013, USA",40.717745,-74.0022501,
Brooklyn Children's Museum,4.4,"Circa-1899 museum, billed as the world's first for kids, with 30,000+ objects & hands-on exhibits.",https://www.brooklynkids.org/,"145 Brooklyn Ave, Brooklyn, NY 11213, USA",40.6744611,-73.94398629999999,
The Bone Museum,4.8,,https://www.thebonemuseum.org/,"255 McKibbin St Studio 0014, Brooklyn, NY 11206, USA",40.705891,-73.9371786,
Pratt Institute Sculpture Park,4.8,,https://www.pratt.edu/about/visit-pratt/sculpture-park/,"Unnamed Road, Brooklyn, NY 11205, USA",40.6907367,-73.9639907,
The Gecko Gallery NYC,5.0,,https://www.thegeckogallerynyc.com/,"255 McKibbin St Studio 0019, Brooklyn, NY 11206, USA",40.7058915,-73.9374401,
Cultural Museum of African Art Inc,3.0,,https://cmaaeec.org/,"1360 Fulton St 2nd Floor, Brooklyn, NY 11216, USA",40.6800982,-73.9466175,
Bedford-Stuyvesant Museum of African Art,4.3,,,"1157 Bedford Ave, Brooklyn, NY 11216, USA",40.683921,-73.953767,
Barrio De Street Art,3.0,,,"Brooklyn, NY 11221, USA",40.6937585,-73.9227367,
Fortress to Solitude,1.0,Trendy weekend gallery featuring multimedia exhibitions by contemporary artists.,,"245 Boerum St, Brooklyn, NY 11206, USA",40.7065313,-73.93783479999999,
Brooklyn Museum,4.7,Beaux Arts landmark famed for ancient & modern art collections & world-class temporary exhibitions.,https://www.brooklynmuseum.org/,"200 Eastern Pkwy, Brooklyn, NY 11238, USA",40.6712062,-73.9636306,
Weeksville Heritage Center,4.7,Museum exploring the history of a 19th-century African American community in Brooklyn.,http://www.weeksvillesociety.org/,"158 Buffalo Ave, Brooklyn, NY 11213, USA",40.67398370000001,-73.92522509999999,
Jewish Children's Museum,4.7,"Featuring interactive exhibits & mini-golf, this museum explores Jewish history & heritage.",http://www.jcm.museum/,"792 Eastern Pkwy, Brooklyn, NY 11213, USA",40.6689292,-73.9419197,
Five Myles,4.7,,http://www.fivemyles.org/,"558 St Johns Pl, Brooklyn, NY 11238, USA",40.672629,-73.959636,
Historic Hunterfly Road Houses,4.6,,https://www.weeksvillesociety.org/,"1698 Bergen St, Brooklyn, NY 11213, USA",40.6746488,-73.9260017,
Jewish Tours Inc. Jewish Local Walking Tours in Chassidic Hasidic communities in Brooklyn NY NYC Crown Heights Williamsburg,4.7,,https://www.jewishtours.com/,"Albany Ave, Brooklyn, NY 11203, USA",40.6658971,-73.9426167,
Library of Agudas Chassidei Chabad,4.8,,http://www.chabadlibrary.org/,"766 Eastern Pkwy, Brooklyn, NY 11213, USA",40.6690011,-73.94318950000002,
CYP,,,,"908 Herkimer St, Brooklyn, NY 11233, USA",40.6780392,-73.9234542,
Building 92,4.4,"Featuring the history & innovation of the Brooklyn Navy Yard, this museum offer exhibits & a tour.",http://bldg92.org/,"63 Flushing Ave, Brooklyn, NY 11205, USA",40.6983378,-73.9736053,
The City Reliquary Museum,4.3,Quirky storefront museum that's filled with New York City artifacts & hosts annual cultural events.,https://cityreliquary.org/,"370 Metropolitan Ave, Brooklyn, NY 11211, USA",40.7139079,-73.95580439999999,
Williamsburg Art & Historical Center,4.5,An ornate 1867-vintage former bank building houses an art gallery with diverse shows & events.,http://www.wahcenter.net/,"135 Broadway, Brooklyn, NY 11211, USA",40.7105986,-73.9635467,
Dreamers Welcome,5.0,,http://www.dreamerswelco.me/,"475 Kent Ave, Brooklyn, NY 11249, USA",40.7073661,-73.96829420000002,
Museum in Spite of Everything,5.0,,http://www.museuminspiteofeverything.com/,"84 S 6th St, Brooklyn, NY 11249, USA",40.710854,-73.9651739,
Gregory Barsamian,3.7,,http://gregorybarsamian.com/,"43 Grand St, Brooklyn, NY 11249, USA",40.71626,-73.965413,
Nieves Saah,,,http://n.nievessaah.com/,"274 Morgan Ave, Brooklyn, NY 11211, USA",40.7139481,-73.9348124,
MoMA PS1,4.4,"Museum of Modern Art-run venue for experimental & contemporary art & events, set in an old school.",https://www.momaps1.org/,"22-25 Jackson Ave, Queens, NY 11101, USA",40.7456014,-73.947097,
SculptureCenter,4.3,Artist-founded space that commissions & shows contemporary work by emerging & established artists.,http://sculpture-center.org/,"44-19 Purves St, Long Island City, NY 11101, USA",40.7469298,-73.9408275,
Faurschou New York,4.8,,http://www.faurschou.com/,"148 Green St, Brooklyn, NY 11222, USA",40.7335909,-73.95562029999999,
Museum of Urban Arts | MOUA,4.6,,http://moua.org/,"5PointzLIC, 22-44 Jackson Ave, Long Island City, NY 11101, USA",40.7455074,-73.9460772,
Instytut Pilsudskiego,4.9,,http://www.pilsudski.org/,"138 Greenpoint Ave, Brooklyn, NY 11222, USA",40.7298892,-73.9550325,
RoGallery Museum of Long Island City,5.0,,https://www.rogallerymuseumoflic.com/,"37-02 48th Ave, Long Island City, NY 11101, USA",40.7402582,-73.9286376,
La Guardia & Wagner Archives,3.8,,https://www.laguardiawagnerarchive.lagcc.cuny.edu/,"29-10 Thomson Ave Room C–768, Long Island City, NY 11101, USA",40.7447464,-73.9348941,
Architectural Molded Composite,5.0,,,"10-06 38th Ave, Long Island City, NY 11101, USA",40.7584144,-73.9423449,
Glenn Marlowe Sculpture Studio and Gallery,,,http://sculpturesnyc.com/,"44-02 11th St, Long Island City, NY 11101, USA",40.7503114,-73.94946039999999,
Swaai Boys International Headquarters,5.0,,http://www.swaaiboys.us/,"104 Green St, Brooklyn, NY 11222, USA",40.733235,-73.9573319,
NY QNS,,,,"45-20 33rd St, Long Island City, NY 11101, USA",40.7440109,-73.93198389999999,
Self-Taught Genius Gallery,4.1,,https://folkartmuseum.org/resources/selftaughtgeniusgallery/,"47-29 32nd Pl, Long Island City, NY 11101, USA",40.7417649,-73.9330628,
IFAC-Arts,,,,"735 Manhattan Ave, Brooklyn, NY 11211, USA",40.7262363,-73.95243959999999,
Lewis Latimer House,4.7,Historical house-turned-museum of a well-known African American inventor & electrical pioneer.,http://lewislatimerhouse.org/,"34-41 137th St, Flushing, NY 11354, USA",40.7661211,-73.8293949,
Voelker Orth Museum,4.7,"House museum, Victorian garden & bird sanctuary restored to their 1880s state & open for tours.",http://www.vomuseum.org/,"149-19 38th Ave, Flushing, NY 11354, USA",40.764637,-73.81612659999999,
Queens Historical Society,4.3,This 18th-century home features exhibits on Queens history & rooms with period furnishings.,http://www.queenshistoricalsociety.org/,"143-35 37th Ave, Flushing, NY 11354, USA",40.7635953,-73.8241469,
Kingsland Homestead,4.5,"Enduring house museum, circa 1785, with exhibits of Victorian life & historic artifacts of the area.",http://queenshistoricalsociety.org/,"143-35 37th Ave, Flushing, NY 11354, USA",40.7636099,-73.8241501,
The Home of NYC Parks' Retired Playground Animals,5.0,,https://www.nycgovparks.org/news/press-releases?id=22102,"P5X4+7M5, Flushing, NY 11368, USA",40.7481875,-73.8433125,
企鹅的冰堡,5.0,,,"31-45 Linden Pl, Flushing, NY 11354, USA",40.7681669,-73.8317842,
Central Park,4.8,"Sprawling park with pedestrian paths & ballfields, plus a zoo, carousel, boat rentals & a reservoir.",https://www.centralparknyc.org/,"New York, NY, USA",40.7825547,-73.9655834,
Sheep Meadow,4.8,"Once grazed by sheep, this Central Park lawn is now a sunning & lounging locale with city views.",https://www.centralparknyc.org/locations/sheep-meadow,"1802 65th Street Transverse, 1802 E 65th St, New York, NY 10065, USA",40.7717813,-73.9748418,
Bow Bridge,4.8,"This scenic, 1862 pedestrian bridge with a decorative banister is a well-known romantic spot.",https://www.centralparknyc.org/locations/bow-bridge,"Bow Bridge, Central Park, New York, NY 10024, USA",40.7757544,-73.97177839999999,
The Great Lawn,4.8,"Grassy 55-acre section of Central Park, with several baseball fields (typically closed in winter).",http://www.centralparknyc.org/visit/things-to-see/great-lawn/great-lawn.html,"79th Street & 85th Street, New York, NY 10024, USA",40.7816915,-73.96641919999999,
Imagine Mosaic,4.7,"Black-&-white mosaic memorial dedicated to John Lennon, the Beatles singer assassinated in 1980.",https://www.centralparknyc.org/locations/strawberry-fields,"Imagine, Terrace Dr, New York, NY 10023, USA",40.7757354,-73.975207,
The Ramble,4.7,"A heavily wooded, 36-acre section of Central Park with rocky outcroppings, laced with walking paths.",https://www.centralparknyc.org/attractions/the-ramble,"79th St Transverse, New York, NY 10024, USA",40.7778736,-73.9697174,
The Pond at Central Park,4.8,,https://www.centralparknyc.org/locations/the-pond,"New York, NY 10019, USA",40.7658967,-73.9739293,
Shakespeare Garden,4.7,Four-acre garden resembling an English countryside with flowers & plants from Shakespeare's works.,https://www.centralparknyc.org/attractions/shakespeare-garden,"79th St Transverse, New York, NY 10024, USA",40.7797535,-73.96988209999999,
Grand Army Plaza,4.6,"Plaza at the entrance to Central Park, anchored by a bronze statue of Union Gen. William T. Sherman.",https://www.centralparknyc.org/locations/grand-army-plaza,"Grand Army Plaza, New York, NY 10019, USA",40.7646959,-73.9731439,
Central Park Boat House,4.1,,https://www.thecentralparkboathouse.com/,"72 E 72nd St, New York, NY 10021, USA",40.7752428,-73.9688067,
John Jay Park,4.5,"Community park with basketball & handball courts, playgrounds & an outdoor swimming pool.",https://www.nycgovparks.org/parks/john-jay-park-and-pool/,"FDR Dr, New York, NY 10021, USA",40.7691902,-73.9495306,
Damrosch Park,4.7,Lincoln Center outdoor bandshell with landscaped grounds & benches named for a noted musical family.,http://www.nycgovparks.org/parks/damrosch-park,"Amsterdam Ave &, W 62nd St, New York, NY 10023, USA",40.7721627,-73.9848297,
West Side Community Garden,4.8,This volunteer-maintained garden features flower beds & community vegetable plots.,http://www.westsidecommunitygarden.org/,"123 W 89th St, New York, NY 10024, USA",40.789259,-73.9718323,
The Lake,4.8,,https://www.centralpark.com/things-to-do/attractions/lake/,"Bow Bridge, Central Park, New York, NY 10024, USA",40.7768137,-73.9726642,
East Meadow,4.7,This large lawn in Central Park is surrounded by trees & is popular with sunbathers & families.,https://www.centralparknyc.org/locations/east-meadow,"5th Ave, New York, NY 10029, USA",40.7900956,-73.9557386,
North Meadow,4.7,"This 23-acre meadow, the largest in Central Park, features 7 baseball & 5 softball fields.",https://www.centralparknyc.org/locations/north-meadow,"102nd St Crossing, New York, NY 10029, USA",40.7921355,-73.9582846,
The Central Park Turtle Pond,4.7,,https://www.centralparknyc.org/locations/turtle-pond,"E 79 St/5AV, Central Park, New York, NY 10024, USA",40.7790951,-73.9670148,
Riverside Park South,4.8,"Sunset-facing green space along the river offering walking paths, grassy areas & outdoor events.",https://www.nycgovparks.org/parks/riverside-park-south,"Riverside Blvd, New York, NY 10069, USA",40.7772489,-73.9895416,
Pilgrim Hill,4.7,This hillside attracts seasonal picnickers & sledders & is known for picturesque views of the park.,https://www.centralparknyc.org/locations/pilgrim-hill,"Terrace Dr. &, East Dr, New York, NY 10021, USA",40.7732955,-73.9682567,
Hudson River Waterfront Greenway,4.8,"Waterfront park with running & cycling paths, popular for watching the sun set over the Hudson.",,"New York State Reference Rte 907V, New York, NY 10024, USA",40.7886373,-73.9824241,
Brooklyn Bridge Park,4.8,"This urban oasis features shaded picnic tables, hibachi-style BBQ grills & river views.",https://www.brooklynbridgepark.org/,"Brooklyn, NY 11201, USA",40.7022422,-73.9958601,
Pier 35,4.6,"Waterside pier with exercise equipment & giant swings, plus sunset views over the East River.",,"FDR Dr, New York, NY 10002, USA",40.7094517,-73.9884141,
Fort Greene Park,4.6,"Rolling, tree-filled park with playgrounds & tennis courts, plus a weekly market & other activities.",http://www.fortgreenepark.org/,"Dekalb Avenue &, S Portland Ave, Brooklyn, NY 11205, USA",40.6914322,-73.975246,
Brooklyn Bridge Pedestrian Walkway,4.8,,https://brooklynbridgepark.org/places-to-see/brooklyn-bridge/,"New York, NY 10038, USA",40.7068623,-73.9978405,
Brooklyn Heights Promenade,4.8,"Tree-lined walkway offers views of the Statue of Liberty, Brooklyn Bridge & Manhattan skyline.",http://www.nycgovparks.org/about/history/historical-signs/listings?id=136,"Montague St &, Pierrepont Pl, Brooklyn, NY 11201, USA",40.6964173,-73.9977463,
Pebble Beach,4.8,"Rock-strewn, riverside beach popular for sunset views of Brooklyn Bridge & the Manhattan skyline.",https://www.brooklynbridgepark.org/places-to-see/pebble-beach/,"65 Plymouth St, Brooklyn, NY 11201, USA",40.7043517,-73.99057119999999,
Brooklyn Bridge Park - Pier 1,4.8,"Lively riverside park featuring skyline views, a playground, granite steps & a lemonade stand.",http://www.brooklynbridgepark.org/,"2 Furman St, Brooklyn, NY 11201, USA",40.703045,-73.9956072,
Foley Square,4.4,"City square with Thomas Paine Park, named for the author of U.S. Revolutionary tract ""Common Sense.""",https://www.nycgovparks.org/parks/thomas-paine-park/history,"Lafayette Street Worth Street, Centre St, New York, NY 10013, USA",40.7143512,-74.0029927,
Columbus Park,4.3,"Historic neighborhood spot, among the city's oldest, with playground, basketball courts & washrooms.",https://www.nycgovparks.org/parks/columbus-park-m015/,"Mulberry Street &, Baxter St, New York, NY 10013, USA",40.7155504,-74.00004229999999,
